-1.186784982681274414e+00,4.393351674079895020e-01,2.795552730560302734e+00,-4.053060710430145264e-01,-1.224984169006347656e+00,4.250065326690673828e+00,-6.947716474533081055e-01,-1.220961213111877441e+00,1.891403794288635254e+00,-5.182774543762207031e+00,2.215947359800338745e-01,-1.148892492055892944e-01,7.868916392326354980e-01,-1.570607423782348633e+00,-4.818684577941894531e+00,6.358989238739013672e+00,4.128850936889648438e+00,-3.526327133178710938e+00,-1.646086812019348145e+00,6.390075683593750000e-01
-1.787997484207153320e+00,-1.614264994859695435e-01,-6.412112712860107422e-01,-3.375132083892822266e-01,-9.981263279914855957e-01,1.889780521392822266e+00,2.352793067693710327e-01,-1.258207857608795166e-01,1.050319373607635498e-01,-1.793444871902465820e+00,2.468791723251342773e+00,-5.014465808868408203e+00,-5.627926588058471680e-01,3.434940099716186523e+00,-3.749769926071166992e+00,3.201024532318115234e+00,1.261585831642150879e+00,-1.102051973342895508e+00,-1.708056449890136719e+00,2.166398763656616211e+00
-1.789435148239135742e-01,-1.955749511718750000e+00,9.141237735748291016e-01,-6.020372509956359863e-01,-1.119254469871520996e+00,4.236175537109375000e+00,6.754851937294006348e-01,5.529165267944335938e-01,2.365171432495117188e+00,-3.047569751739501953e+00,-5.076956152915954590e-01,-1.157517552375793457e+00,2.638724565505981445e+00,2.023877859115600586e+00,-2.528437614440917969e+00,4.128962516784667969e+00,1.315451741218566895e+00,-5.522662639617919922e+00,-1.681965589523315430e+00,-4.446630179882049561e-01
-6.723194599151611328e+00,2.749964714050292969e+00,4.188858032226562500e+00,4.701763153076171875e+00,-2.855159044265747070e+00,2.611325502395629883e+00,3.027011871337890625e+00,5.103550910949707031e+00,1.448004961013793945e+00,-3.797498717904090881e-02,4.720828056335449219e+00,-5.535788059234619141e+00,1.810074448585510254e+00,3.889264345169067383e+00,-3.667479753494262695e+00,3.792370557785034180e+00,2.208479642868041992e+00,-1.311059236526489258e+00,-2.018880605697631836e+00,5.627041816711425781e+00
-5.282395839691162109e+00,2.109272003173828125e+00,1.020554184913635254e+00,1.064501762390136719e+00,-1.514641165733337402e+00,1.984125733375549316e+00,1.848588109016418457e+00,2.641637802124023438e+00,1.550008356571197510e-02,-1.883421182632446289e+00,3.355958223342895508e+00,-4.883896350860595703e+00,1.989684462547302246e+00,4.898142814636230469e+00,-2.238368511199951172e+00,2.865323543548583984e+00,4.981069564819335938e+00,-9.568300843238830566e-01,-1.895193099975585938e+00,5.938430309295654297e+00
-2.297568559646606445e+00,-1.053342819213867188e+00,1.641633152961730957e+00,-9.450228810310363770e-01,-5.841182231903076172e+00,1.912177443504333496e+00,8.716716766357421875e-01,-6.624844670295715332e-01,7.904965877532958984e+00,-1.865703821182250977e+00,8.747994899749755859e-01,-2.621241807937622070e+00,2.341735839843750000e+00,4.573056697845458984e+00,-1.935553431510925293e+00,4.190865516662597656e+00,-1.115479990839958191e-01,-2.077681541442871094e+00,-1.705951213836669922e+00,-2.071088790893554688e+00
-2.446194410324096680e+00,1.752808928489685059e+00,1.497526049613952637e+00,1.667470484972000122e-02,-1.840178370475769043e+00,2.897280693054199219e+00,2.118973970413208008e+00,2.126198768615722656e+00,1.737793803215026855e+00,-3.582117319107055664e+00,3.034495353698730469e+00,-6.046026229858398438e+00,7.021971940994262695e-01,2.724323511123657227e+00,-5.409260749816894531e+00,5.256733894348144531e+00,4.530973434448242188e+00,-7.257466316223144531e-01,-1.000559687614440918e+00,3.375027418136596680e+00
-2.309399843215942383e+00,1.356023311614990234e+00,8.595712780952453613e-01,-1.024159193038940430e+00,-1.789976835250854492e+00,1.864444971084594727e+00,3.954773843288421631e-01,5.180996060371398926e-01,-3.831123709678649902e-01,-3.303380012512207031e+00,3.169263601303100586e+00,-2.569874048233032227e+00,-5.571627020835876465e-01,1.097758650779724121e+00,-4.290963649749755859e+00,4.153728961944580078e+00,3.585308551788330078e+00,-1.086968302726745605e+00,-1.713549852371215820e+00,2.570830345153808594e+00
-3.839100003242492676e-01,-6.911941766738891602e-01,-7.316135168075561523e-01,1.627142578363418579e-01,-1.338104248046875000e+00,2.677460432052612305e+00,4.426707923412322998e-01,4.168032407760620117e-01,8.521831631660461426e-01,-2.147211313247680664e+00,8.463285863399505615e-02,-2.905421018600463867e+00,4.179390072822570801e-01,2.127702713012695312e+00,-3.361825227737426758e+00,4.223142147064208984e+00,1.045978307723999023e+00,-2.242623805999755859e+00,-1.690528154373168945e+00,7.541388869285583496e-01
-5.742781162261962891e+00,3.439030647277832031e+00,3.671242713928222656e+00,6.355597496032714844e+00,-2.739666700363159180e+00,-3.609354794025421143e-01,4.283339977264404297e+00,5.334319591522216797e+00,2.796442508697509766e+00,3.369731605052947998e-01,3.256181478500366211e+00,-3.875407934188842773e+00,4.085116386413574219e+00,3.744854688644409180e+00,-1.357813835144042969e+00,4.428023338317871094e+00,2.405609846115112305e+00,-2.018282413482666016e+00,-2.766637802124023438e+00,4.400434970855712891e+00
