5.427561402320861816e-01,5.340411663055419922e-01,5.266693830490112305e-01,1.763088256120681763e-01,-1.298846453428268433e-01,2.960529923439025879e-01,5.188972949981689453e-01,5.476653575897216797e-01,5.517510175704956055e-01,5.474927425384521484e-01,5.418282151222229004e-01,7.275034785270690918e-01,5.492077469825744629e-01,5.436894893646240234e-01,5.367628335952758789e-01,-2.626993358135223389e-01,5.508672595024108887e-01,5.491749644279479980e-01,5.474979281425476074e-01,5.570846796035766602e-01
4.492763280868530273e-01,1.970945298671722412e-01,3.739859759807586670e-01,1.536559872329235077e-02,-2.091754674911499023e-01,1.013193801045417786e-01,1.140290051698684692e-01,4.455554485321044922e-01,4.964808821678161621e-01,4.733994603157043457e-01,4.452950060367584229e-01,3.362797200679779053e-01,4.751922488212585449e-01,4.535969793796539307e-01,4.285990595817565918e-01,-3.425772190093994141e-01,5.008052587509155273e-01,4.913977980613708496e-01,4.704024195671081543e-01,5.249385237693786621e-01
5.822790861129760742e-01,4.621874094009399414e-01,6.207625269889831543e-01,5.225818753242492676e-01,-1.986815631389617920e-01,1.935527771711349487e-01,4.513879418373107910e-01,5.088508129119873047e-01,5.822203159332275391e-01,5.852555632591247559e-01,6.282539963722229004e-01,3.248419463634490967e-01,6.061481237411499023e-01,6.277417540550231934e-01,6.318762898445129395e-01,-1.550111770629882812e-01,5.543966293334960938e-01,5.448476672172546387e-01,5.932677388191223145e-01,5.784994363784790039e-01
4.279730916023254395e-01,4.131870567798614502e-01,3.807548880577087402e-01,5.489965528249740601e-02,-2.757189869880676270e-01,1.561017185449600220e-01,3.533385097980499268e-01,4.966571331024169922e-01,4.715087413787841797e-01,4.502287805080413818e-01,4.610207080841064453e-01,5.970308184623718262e-01,4.583267867565155029e-01,4.665630757808685303e-01,4.571865797042846680e-01,-2.627975046634674072e-01,4.838340282440185547e-01,4.811211824417114258e-01,4.486148953437805176e-01,4.992734491825103760e-01
5.834043622016906738e-01,2.876672148704528809e-01,6.185167431831359863e-01,3.828329741954803467e-01,-1.843123137950897217e-01,1.296677142381668091e-01,1.777182072401046753e-01,4.602903425693511963e-01,5.950682759284973145e-01,5.927199125289916992e-01,6.482862234115600586e-01,4.832434058189392090e-01,6.205543279647827148e-01,6.484435200691223145e-01,6.523707509040832520e-01,-3.199030160903930664e-01,5.566305518150329590e-01,5.385211706161499023e-01,6.023269891738891602e-01,5.984706282615661621e-01
5.968927145004272461e-01,4.655416607856750488e-01,6.005777120590209961e-01,4.187026321887969971e-01,1.139733418822288513e-01,2.471095621585845947e-01,4.133611321449279785e-01,5.327473282814025879e-01,5.992096066474914551e-01,5.994924902915954590e-01,6.085988283157348633e-01,1.971770823001861572e-01,6.071822643280029297e-01,6.093212366104125977e-01,6.072314381599426270e-01,-6.385979242622852325e-03,5.805253386497497559e-01,5.718957781791687012e-01,6.027586460113525391e-01,5.983238220214843750e-01
5.863760709762573242e-01,1.243502348661422729e-01,5.602558255195617676e-01,9.073974192142486572e-02,-2.569646537303924561e-01,2.871760912239551544e-02,-5.498773977160453796e-02,4.370058178901672363e-01,6.153333187103271484e-01,6.039693355560302734e-01,6.171665191650390625e-01,4.906399548053741455e-01,6.215634346008300781e-01,6.221715807914733887e-01,6.093462705612182617e-01,-8.279941231012344360e-02,5.804976820945739746e-01,5.572514533996582031e-01,6.090472936630249023e-01,6.294752955436706543e-01
6.513854265213012695e-01,2.062017172574996948e-01,6.935138106346130371e-01,6.293554902076721191e-01,-4.537670612335205078e-01,-2.323766052722930908e-01,8.015577495098114014e-02,4.494259357452392578e-01,6.560173034667968750e-01,6.581750512123107910e-01,7.077818512916564941e-01,2.513180673122406006e-01,6.858337521553039551e-01,7.078452110290527344e-01,7.108721137046813965e-01,9.252333641052246094e-02,6.029357314109802246e-01,5.779944062232971191e-01,6.691936850547790527e-01,6.536182165145874023e-01
5.641736984252929688e-01,3.852320611476898193e-01,5.811758637428283691e-01,3.399819135665893555e-01,-8.493069559335708618e-02,9.776703268289566040e-02,3.106310069561004639e-01,4.903149008750915527e-01,5.707643032073974609e-01,5.698349475860595703e-01,5.975731015205383301e-01,5.977684259414672852e-01,5.852033495903015137e-01,5.984075665473937988e-01,5.984804630279541016e-01,-2.922484874725341797e-01,5.489728450775146484e-01,5.387415885925292969e-01,5.753870010375976562e-01,5.729442834854125977e-01
5.919812917709350586e-01,3.116601705551147461e-01,6.125877499580383301e-01,3.605443537235260010e-01,-2.119568139314651489e-01,1.604001075029373169e-01,2.104344516992568970e-01,4.764629304409027100e-01,6.018434166908264160e-01,5.997821092605590820e-01,6.380096077919006348e-01,4.369985461235046387e-01,6.209860444068908691e-01,6.387009620666503906e-01,6.390342712402343750e-01,-2.007889449596405029e-01,5.680588483810424805e-01,5.515336990356445312e-01,6.073073148727416992e-01,6.047892570495605469e-01
